1,-0.99676,0,0.036194,-0.02011,-0.074119,0.058084
1,-0.99448,0,-0.29645,0.42204,0.04348,-0.17534
1,-0.99746,0,0.052296,-0.067326,-0.037882,0.052207
1,-0.99788,0,0.01448,0.016167,-0.070482,0.040814
1,-0.99535,0,0.0012242,0.033033,-0.043212,0.010175
1,-0.99752,0,0.0083488,0.065521,-0.13713,0.062962
1,-0.99764,0,-0.059681,0.21542,-0.24133,0.087075
1,-0.99668,0,0.10599,-0.12993,-0.030247,0.057169
1,-0.9953,0,-0.009611,6.8355e-05,0.0091419,0.0013553
1,-0.99689,0,-0.038015,0.063436,-0.0099161,-0.01565
1,-0.99646,0,-0.24103,0.55699,-0.38498,0.070039
1,-0.99748,0,-0.0636,0.1193,-0.042858,-0.013035
1,-0.99679,0,-0.014415,0.013801,0.021166,-0.019778
1,-0.99629,0,0.029466,-0.029493,-0.033903,0.033744
1,-0.99536,0,-0.030393,0.37093,-0.65685,0.31825
1,-0.99682,0,0.015216,0.072627,-0.17384,0.086732
1,-0.99755,0,0.01131,0.11553,-0.26218,0.13688
1,-0.99635,0,-0.10752,0.16112,-0.013553,-0.042562
1,-0.99582,0,-0.20996,0.32004,-0.020721,-0.091173
1,-0.99755,0,-0.02594,0.052657,-0.039318,0.012607
1,-0.99721,0,0.068328,-0.14114,0.03749,0.036082
1,-0.99545,0,-0.016923,0.055971,-0.068572,0.028657
1,-0.99541,0,0.20305,-0.16196,-0.31249,0.27564
1,-0.99689,0,0.10705,-0.35457,0.38639,-0.13972
1,-0.99579,0,-0.12007,0.1831,-0.0057405,-0.058367
1,-0.9954,0,-0.10973,0.26367,-0.19346,0.038138
1,-0.99525,0,-0.24147,0.3427,0.039066,-0.1435
1,-0.99782,0,0.038394,-0.018751,-0.067385,0.050512
1,-0.99701,0,0.062243,-0.096792,0.0088566,0.025372
